ENSG00000007171	Oxidative Phosphorylation Deficiencies
ENSG00000007171	Parkinson Disease, Secondary Vascular
ENSG00000007171	Pathological accumulation of air in tissues
ENSG00000007171	Perinatal Subarachnoid Hemorrhage
ENSG00000007171	Petit mal status
ENSG00000007171	Primary biliary cirrhosis
ENSG00000007171	Primary sclerosing cholangitis
ENSG00000007171	Psoriasis
ENSG00000007171	Pulmonary Fibrosis - from Asbestos Exposure
ENSG00000007171	Pustulosis of Palms and Soles
ENSG00000007171	Pyemia
ENSG00000007171	Reactive Hyperemia
ENSG00000007171	Reperfusion Injury
ENSG00000007171	Retinal Diseases
ENSG00000007171	Schistosomiasis mansoni
ENSG00000007171	Secondary Biliary Cholangitis
ENSG00000007171	Secondary Parkinson Disease
ENSG00000007171	Seizures
ENSG00000007171	Seizures, Auditory
ENSG00000007171	Seizures, Focal
ENSG00000007171	Seizures, Sensory
ENSG00000007171	Seizures, Somatosensory
ENSG00000007171	Sepsis
ENSG00000007171	Septicemia
ENSG00000007171	Septic Shock
ENSG00000007171	Severe Sepsis
ENSG00000007171	Silicosis
ENSG00000007171	Simple Partial Status Epilepticus
ENSG00000007171	Single Seizure
ENSG00000007171	Status Epilepticus
ENSG00000007171	Status Epilepticus, Subclinical
ENSG00000007171	Stevens-Johnson Syndrome
ENSG00000007171	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
ENSG00000007171	Streptozotocin Diabetes
ENSG00000007171	Stunned Myocardium
ENSG00000007171	Subarachnoid Hemorrhage
ENSG00000007171	Subarachnoid Hemorrhage, Aneurysmal
ENSG00000007171	Subarachnoid Hemorrhage, Intracranial
ENSG00000007171	Subarachnoid Hemorrhage, Spontaneous
ENSG00000007171	Substance Withdrawal Syndrome
ENSG00000007171	Tactile Allodynia
ENSG00000007171	Takayasu Arteritis
ENSG00000007171	Tonic - clonic seizures
ENSG00000007171	Tonic Seizures
ENSG00000007171	Toxic Epidermal Necrolysis
ENSG00000007171	Toxic Shock Syndrome
ENSG00000007171	Turner Syndrome
ENSG00000007171	Ureteral obstruction
ENSG00000007171	Urinary tract infection
ENSG00000007171	Vasogenic Brain Edema
ENSG00000007171	Vasogenic Cerebral Edema
ENSG00000007171	Venous Engorgement
ENSG00000007171	Vertiginous seizure
ENSG00000007171	Visual seizure
ENSG00000007171	Withdrawal Symptoms
ENSG00000009413	Mobius II syndrome
ENSG00000009413	Mobius Syndrome
ENSG00000011422	Anaplastic carcinoma
ENSG00000011422	Autistic Disorder
ENSG00000011422	Benign Neoplasm
ENSG00000011422	Carcinoma
ENSG00000011422	Carcinoma, Spindle-Cell
ENSG00000011422	Carcinomatosis
ENSG00000011422	Inflammation
ENSG00000011422	Juvenile arthritis
ENSG00000011422	Juvenile-Onset Still Disease
ENSG00000011422	Juvenile psoriatic arthritis
ENSG00000011422	Malignant neoplasm of prostate
ENSG00000011422	Malignant Neoplasms
ENSG00000011422	Neoplasm Invasiveness
ENSG00000011422	Neoplasm Metastasis
ENSG00000011422	Neoplasms
ENSG00000011422	Polyarthritis, Juvenile, Rheumatoid Factor Negative
ENSG00000011422	Polyarthritis, Juvenile, Rheumatoid Factor Positive
ENSG00000011422	Prostatic Neoplasms
ENSG00000011422	Undifferentiated carcinoma
ENSG00000012174	Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear-Eye Anomalies, Cleft Palate-Cryptorchidism, And Kidney Dysplasia-Hypoplasia
ENSG00000012174	Ichthyosis follicularis atrichia photophobia syndrome
ENSG00000012174	IFAP SYNDROME
ENSG00000012174	Keratosis Follicularis Spinulosa Decalvans, X-Linked
ENSG00000012174	Keratosis pilaris decalvans
ENSG00000012174	Liver carcinoma
ENSG00000012174	Olmsted syndrome
ENSG00000012174	OSTEOGENESIS IMPERFECTA, TYPE XIX
ENSG00000012174	PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES, X-LINKED
ENSG00000012174	Polydactyly
ENSG00000012174	Pseudopelade
ENSG00000012174	Scarring alopecia
ENSG00000013725	Multiple Sclerosis
ENSG00000013725	Multiple Sclerosis, Acute Fulminating
ENSG00000028277	Gastro-enteropancreatic neuroendocrine tumor
ENSG00000028277	Prostate cancer, familial
ENSG00000028277	PROSTATE CANCER, HEREDITARY, 1
ENSG00000029639	Deafness, Sensorineural, Autosomal-Mitochondrial Type
ENSG00000032389	Drug abuse
ENSG00000032389	Drug Dependence
ENSG00000032389	Drug habituation
ENSG00000032389	Drug Use Disorders
ENSG00000032389	Organic Mental Disorders, Substance-Induced
ENSG00000032389	Prescription Drug Abuse
ENSG00000032389	Substance abuse problem
ENSG00000032389	Substance Dependence
ENSG00000032389	Substance-Related Disorders
ENSG00000032389	Substance Use Disorders
ENSG00000034152	Malignant tumor of colon
ENSG00000048740	Drug-Induced Stevens Johnson Syndrome
ENSG00000048740	Liver Cirrhosis, Experimental
ENSG00000048740	Malignant neoplasm of prostate
ENSG00000048740	Mycoplasma-Induced Stevens-Johnson Syndrome
ENSG00000048740	Prostatic Neoplasms
ENSG00000048740	Schizophrenia
ENSG00000048740	Stevens-Johnson Syndrome
ENSG00000048740	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
ENSG00000048740	Toxic Epidermal Necrolysis
ENSG00000049247	Appetite Disorders
ENSG00000049247	Bradycardia
ENSG00000049247	Eating Disorders
ENSG00000049247	Etat Marbre
ENSG00000049247	Feeding and Eating Disorders
ENSG00000049247	Feeding Disorders
ENSG00000049247	Hypertensive disease
ENSG00000049247	Movement Disorders
ENSG00000049247	Water Intoxication
ENSG00000049540	Alveolitis, Fibrosing
ENSG00000049540	ANEURYSM, INTRACRANIAL BERRY, 1 (disorder)
ENSG00000049540	Centriacinar Emphysema
ENSG00000049540	Chronic Airflow Obstruction
ENSG00000049540	Chronic Obstructive Airway Disease
ENSG00000049540	Congenital supravalvular aortic stenosis
ENSG00000049540	Cutis Laxa
ENSG00000049540	Cutis Laxa, Autosomal Dominant
ENSG00000049540	CUTIS LAXA, AUTOSOMAL DOMINANT 1
ENSG00000049540	Diaphragmatic Hernia
ENSG00000049540	Diverticular Bleeding
ENSG00000049540	Diverticular Diseases
ENSG00000049540	Familial thoracic aortic aneurysm and aortic dissection
ENSG00000049540	Focal Emphysema
ENSG00000049540	Hypertensive disease
ENSG00000049540	Lung diseases
ENSG00000049540	Moyamoya Disease
ENSG00000049540	Muscular Dystrophy, Facioscapulohumeral
ENSG00000049540	Myocardial Ischemia
ENSG00000049540	Panacinar Emphysema
ENSG00000049540	Pulmonary Emphysema
ENSG00000049540	Pulmonary Fibrosis
ENSG00000049540	Supravalvular aortic stenosis
ENSG00000049540	Williams Syndrome
ENSG00000053770	Chromophobe Renal Cell Carcinoma
ENSG00000053770	Collecting Duct Carcinoma of the Kidney
ENSG00000053770	Conventional (Clear Cell) Renal Cell Carcinoma
ENSG00000053770	Papillary Renal Cell Carcinoma
ENSG00000053770	Renal Cell Carcinoma
ENSG00000053770	Sarcomatoid Renal Cell Carcinoma
ENSG00000054598	Aniridia
ENSG00000054598	ANTERIOR SEGMENT DYSGENESIS 5
ENSG00000054598	Ataxia, Spinocerebellar
ENSG00000054598	Axenfeld anomaly (disorder)
ENSG00000054598	Axenfeld-Rieger syndrome
ENSG00000054598	Axenfeld-Rieger Syndrome, Type 1
ENSG00000054598	AXENFELD-RIEGER SYNDROME, TYPE 3
ENSG00000054598	Cerebrovascular accident
ENSG00000054598	Dandy-Walker Syndrome
ENSG00000054598	Dandy-Walker Syndrome, Familial
ENSG00000054598	Disorder of eye
ENSG00000054598	Glaucoma, Open-Angle
ENSG00000054598	Glaucoma, Primary Open Angle
ENSG00000054598	hearing impairment
ENSG00000054598	Irido-corneo-trabecular dysgenesis (disorder)
ENSG00000054598	IRIDOGONIODYSGENESIS, TYPE 1 (disorder)
ENSG00000054598	IRIS HYPOPLASIA WITH GLAUCOMA
ENSG00000054598	Malignant neoplasm of prostate
ENSG00000054598	Prostatic Neoplasms
ENSG00000054598	Rieger syndrome
ENSG00000054598	Secondary Open Angle Glaucoma
ENSG00000054598	Spinocerebellar Ataxia Type 1
ENSG00000054598	Spinocerebellar Ataxia Type 2
ENSG00000054598	Spinocerebellar Ataxia Type 4
ENSG00000054598	Spinocerebellar Ataxia Type 5
ENSG00000054598	Spinocerebellar Ataxia Type 6 (disorder)
ENSG00000054598	Spinocerebellar Ataxia Type 7
ENSG00000054598	Tetralogy of Fallot
ENSG00000055044	Adenocarcinoma of lung (disorder)
ENSG00000065361	Benign neoplasm of bladder
ENSG00000065361	Benign neoplasm of stomach
ENSG00000065361	Bipolar Disorder
ENSG00000065361	Bladder Neoplasm
ENSG00000065361	Breast Carcinoma
ENSG00000065361	Carcinoma in situ of bladder
ENSG00000065361	Carcinoma in situ of stomach
ENSG00000065361	Carcinoma of bladder
ENSG00000065361	Colon Carcinoma
ENSG00000065361	Disease Exacerbation
ENSG00000065361	ERYTHROLEUKEMIA, FAMILIAL, SUSCEPTIBILITY TO
ENSG00000065361	gallbladder neoplasm
ENSG00000065361	Gastric Adenocarcinoma
ENSG00000065361	Head and Neck Carcinoma
ENSG00000065361	Head and Neck Neoplasms
ENSG00000065361	Lethal Congenital Contracture Syndrome 2
ENSG00000065361	Lung Neoplasms
ENSG00000065361	Major Depressive Disorder
ENSG00000065361	Malignant Head and Neck Neoplasm
ENSG00000065361	Malignant neoplasm of breast
ENSG00000065361	Malignant neoplasm of gallbladder
ENSG00000065361	Malignant neoplasm of lung
ENSG00000065361	Malignant neoplasm of prostate
ENSG00000065361	Malignant neoplasm of skin
ENSG00000065361	Malignant neoplasm of stomach
ENSG00000065361	Malignant neoplasm of urinary bladder
ENSG00000065361	Malignant Neoplasms
ENSG00000065361	Mammary Carcinoma, Human
ENSG00000065361	Mammary Neoplasms
ENSG00000065361	Mammary Neoplasms, Human
ENSG00000065361	Mental Depression
ENSG00000065361	Nasopharyngeal carcinoma
ENSG00000065361	Neoplasm Metastasis
ENSG00000065361	Neoplasm of uncertain or unknown behavior of bladder
ENSG00000065361	Neoplasm of uncertain or unknown behavior of stomach
ENSG00000065361	Ovarian Mucinous Adenocarcinoma
ENSG00000065361	Prostatic Neoplasms
ENSG00000065361	Schizophrenia
ENSG00000065361	Skin Neoplasms
ENSG00000065361	Stomach Carcinoma
ENSG00000065361	Stomach Neoplasms
ENSG00000065361	Unipolar Depression
ENSG00000066455	Papillary thyroid carcinoma
ENSG00000066468	Acrocephalosyndactylia
ENSG00000066468	Acrocephaly
ENSG00000066468	Adenocarcinoma of lung (disorder)
ENSG00000066468	Ankylosis
ENSG00000066468	Antley-Bixler Syndrome, Autosomal Dominant
ENSG00000066468	Antley-Bixler Syndrome Phenotype
ENSG00000066468	Antley-Bixler Syndrome with Disordered Steroidogenesis
ENSG00000066468	Apert-Crouzon Disease
ENSG00000066468	Apert syndrome
ENSG00000066468	Bannayan-Riley-Ruvalcaba Syndrome
ENSG00000066468	Benign neoplasm of stomach
ENSG00000066468	BENT BONE DYSPLASIA SYNDROME
ENSG00000066468	Bipolar Disorder
ENSG00000066468	Brachycephaly
ENSG00000066468	Breast Carcinoma
ENSG00000066468	Carcinoma in situ of endometrium
ENSG00000066468	Carcinoma in situ of stomach
ENSG00000066468	Cholangiocarcinoma
ENSG00000066468	Cleft Palate
ENSG00000066468	Cleft palate, isolated
ENSG00000066468	Cleft upper lip
ENSG00000066468	Congenital hypoplasia of radius
ENSG00000066468	Congenital small ears
ENSG00000066468	Craniofacial Abnormalities
ENSG00000066468	Craniofacial Dysostosis
ENSG00000066468	Craniofacial dysostosis type 1
ENSG00000066468	Craniosynostosis
ENSG00000066468	Craniosynostosis, Type 1
ENSG00000066468	Cutis Gyrata Syndrome of Beare And Stevenson
ENSG00000066468	Depressive disorder
ENSG00000066468	Dermatologic disorders
ENSG00000066468	Developmental Coordination Disorder
ENSG00000066468	Disproportionate short stature
ENSG00000066468	Endometrial adenocarcinoma
ENSG00000066468	Endometrial Carcinoma
ENSG00000066468	Endometrial Neoplasms
ENSG00000066468	Extrahepatic Cholangiocarcinoma
ENSG00000066468	Familial scaphocephaly syndrome
ENSG00000066468	Fibrosis, Liver
ENSG00000066468	Hamartoma Syndrome, Multiple
ENSG00000066468	Head and Neck Carcinoma
ENSG00000066468	Head and Neck Neoplasms
ENSG00000066468	Hereditary Diffuse Gastric Cancer
ENSG00000066468	Intellectual Disability
ENSG00000066468	Intrahepatic Cholangiocarcinoma
ENSG00000066468	JACKSON-WEISS SYNDROME
ENSG00000066468	Lacrimoauriculodentodigital syndrome
ENSG00000066468	Lhermitte-Duclos disease
ENSG00000066468	Limb Deformities, Congenital
ENSG00000066468	Liver Cirrhosis
ENSG00000066468	Lung Neoplasms
ENSG00000066468	Malignant Head and Neck Neoplasm
ENSG00000066468	Malignant neoplasm of breast
ENSG00000066468	Malignant neoplasm of endometrium
ENSG00000066468	Malignant neoplasm of lung
ENSG00000066468	Malignant neoplasm of stomach
ENSG00000066468	Mammary Carcinoma, Human
ENSG00000066468	Mammary Neoplasms
ENSG00000066468	Mammary Neoplasms, Human
ENSG00000066468	Mental deficiency
ENSG00000066468	Mental Depression
ENSG00000066468	Mental Retardation, Psychosocial
ENSG00000066468	Metopic synostosis
ENSG00000066468	Motor Skills Disorders
ENSG00000066468	Multiple congenital anomalies
ENSG00000066468	Neoplasm of uncertain or unknown behavior of stomach
ENSG00000066468	Nonorganic psychosis
ENSG00000066468	Non-Small Cell Lung Carcinoma
ENSG00000066468	Odontome
ENSG00000066468	Ovarian Serous Adenocarcinoma
ENSG00000066468	Pfeiffer Syndrome
ENSG00000066468	Pfeiffer type acrocephalosyndactyly
ENSG00000066468	Plagiocephaly, Nonsynostotic
ENSG00000066468	Polydactyly
ENSG00000066468	Profound Mental Retardation
ENSG00000066468	Psychotic Disorders
ENSG00000066468	PTEN Hamartoma Tumor Syndrome
ENSG00000066468	Rachischisis
ENSG00000066468	Saethre-Chotzen Syndrome
ENSG00000066468	SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
ENSG00000066468	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION
ENSG00000066468	Scaphycephaly
ENSG00000066468	Schizophrenia
ENSG00000066468	Skin Abnormalities
ENSG00000066468	Spina Bifida
ENSG00000066468	Squamous cell carcinoma of lung
ENSG00000066468	Status Dysraphicus
ENSG00000066468	Stomach Carcinoma
ENSG00000066468	Stomach Neoplasms
ENSG00000066468	Synostotic Anterior Plagiocephaly
ENSG00000066468	Synostotic Posterior Plagiocephaly
ENSG00000066468	Tooth Abnormalities
ENSG00000066468	Trigonocephaly
ENSG00000067225	Anaplastic carcinoma
ENSG00000067225	Animal Mammary Neoplasms
ENSG00000067225	Carcinoma
ENSG00000067225	Carcinoma, Spindle-Cell
ENSG00000067225	Carcinomatosis
ENSG00000067225	Liver carcinoma
ENSG00000067225	Mammary Carcinoma, Animal
ENSG00000067225	Mammary Neoplasms, Experimental
ENSG00000067225	Neoplasm Invasiveness
ENSG00000067225	Osteoporosis
ENSG00000067225	Osteoporosis, Age-Related
ENSG00000067225	Osteoporosis, Senile
ENSG00000067225	Post-Traumatic Osteoporosis
ENSG00000067225	Undifferentiated carcinoma
ENSG00000068305	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1
ENSG00000068305	Nonorganic psychosis
ENSG00000068305	Psychotic Disorders
ENSG00000069424	Aura
ENSG00000069424	Awakening Epilepsy
ENSG00000069424	Chromosome 1p36 Deletion Syndrome
ENSG00000069424	Epilepsy
ENSG00000069424	Epilepsy, Cryptogenic
ENSG00000070159	Bile duct carcinoma
ENSG00000070159	Cholangiocarcinoma
ENSG00000070159	Heart Failure, Diastolic
ENSG00000070831	Adrenal Cancer
ENSG00000070831	Adrenal Gland Neoplasms
ENSG00000070831	Anaplastic carcinoma
ENSG00000070831	Animal Mammary Neoplasms
ENSG00000070831	Blood Platelet Disorders
ENSG00000070831	Carcinoma
ENSG00000070831	Carcinoma, Spindle-Cell
ENSG00000070831	Carcinomatosis
ENSG00000070831	HIV Coinfection
ENSG00000070831	HIV Infections
ENSG00000070831	Intellectual Disability
ENSG00000070831	Mammary Carcinoma, Animal
ENSG00000070831	Mammary Neoplasms, Experimental
ENSG00000070831	Necrosis
ENSG00000070831	Schizophrenia
ENSG00000070831	TAKENOUCHI-KOSAKI SYNDROME
ENSG00000070831	Undifferentiated carcinoma
ENSG00000070915	Gitelman Syndrome
ENSG00000070915	Glomerulopathy Assessment
ENSG00000070915	Hypertensive disease
ENSG00000070915	Kidney Diseases
ENSG00000070915	Nephritis, Interstitial
ENSG00000070915	Nephritis, Tubulointerstitial
ENSG00000070915	Renal glomerular disease
ENSG00000070915	Renal tubular acidosis
ENSG00000070915	Vascular Diseases
ENSG00000071127	Atrial Fibrillation
ENSG00000071127	familial atrial fibrillation
ENSG00000071127	Inflammation
ENSG00000071127	Osteoporosis
ENSG00000071127	Osteoporosis, Age-Related
ENSG00000071127	Osteoporosis, Senile
ENSG00000071127	Paroxysmal atrial fibrillation
ENSG00000071127	Persistent atrial fibrillation
ENSG00000071127	Post-Traumatic Osteoporosis
ENSG00000071127	Thrombocytopenia
ENSG00000071553	IMMUNODEFICIENCY 47
ENSG00000071553	Lymphoma, Follicular
ENSG00000071553	Lymphoma, Follicular, Grade 1
ENSG00000071553	Lymphoma, Follicular, Grade 2
ENSG00000071553	Lymphoma, Follicular, Grade 3
ENSG00000071553	Lymphoma, Large-Cell, Follicular
ENSG00000071553	Lymphoma, Mixed-Cell, Follicular
ENSG00000071553	Lymphoma, Small Cleaved-Cell, Follicular
ENSG00000072818	Colorectal Carcinoma
ENSG00000072818	Malignant neoplasm of breast
ENSG00000075043	Absence Seizures
ENSG00000075043	Atonic Absence Seizures
ENSG00000075043	Aura
ENSG00000075043	Awakening Epilepsy
ENSG00000075043	Benign neonatal epilepsy
ENSG00000075043	Benign Neonatal Epilepsy, Nonfamilial
ENSG00000075043	Bipolar Disorder
ENSG00000075043	Brain Diseases
ENSG00000075043	Child Development Deviations
ENSG00000075043	Child Development Disorders, Specific
ENSG00000075043	Clonic Seizures
ENSG00000075043	Complex partial seizures
ENSG00000075043	Convulsions
ENSG00000075043	Convulsions, Benign Familial Infantile, 1
ENSG00000075043	Convulsive Seizures
ENSG00000075043	Developmental Disabilities
ENSG00000075043	Dystonia
ENSG00000075043	Encephalopathies
ENSG00000075043	Epilepsy
ENSG00000075043	Epilepsy, Cryptogenic
ENSG00000075043	Epileptic drop attack
ENSG00000075043	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7
ENSG00000075043	Epileptic Seizures
ENSG00000075043	Familial benign neonatal epilepsy
ENSG00000075043	Generalized Absence Seizures
ENSG00000075043	Generalized seizures
ENSG00000075043	Gustatory seizure
ENSG00000075043	Jacksonian Seizure
ENSG00000075043	MAJOR AFFECTIVE DISORDER 2
ENSG00000075043	Myoclonic Seizures
ENSG00000075043	Myokymia
ENSG00000075043	nervous system disorder
ENSG00000075043	Neurodevelopmental Disorders
ENSG00000075043	Non-epileptic convulsion
ENSG00000075043	Nonepileptic Seizures
ENSG00000075043	Olfactory seizure
ENSG00000075043	Schizophrenia
ENSG00000075043	Seizures
ENSG00000075043	Seizures, Auditory
ENSG00000075043	SEIZURES, BENIGN FAMILIAL INFANTILE, 3
ENSG00000075043	SEIZURES, BENIGN FAMILIAL NEONATAL, 1
ENSG00000075043	Seizures, Focal
ENSG00000075043	Seizures, Sensory
ENSG00000075043	Seizures, Somatosensory
ENSG00000075043	Single Seizure
ENSG00000075043	Tonic - clonic seizures
ENSG00000075043	Tonic Seizures
ENSG00000075043	Vertiginous seizure
ENSG00000075043	Visual seizure
ENSG00000075884	Diverticular Bleeding
ENSG00000075884	Diverticular Diseases
ENSG00000075891	Bilateral renal hypoplasia
ENSG00000075891	Endometrioma
ENSG00000075891	Endometriosis
ENSG00000075891	Female Urogenital Diseases
ENSG00000075891	Focal glomerulosclerosis
ENSG00000075891	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7
ENSG00000075891	Glomerulopathy Assessment
