Lineage	Gene_ID	Category	
Homo_sapiens	ENSG00000250424	De_novo
Homo_sapiens	ENSG00000285635	De_novo
Homo_sapiens	ENSG00000285975	Disperse_DNA_duplication
Homo_sapiens	ENSG00000230178	Disperse_DNA_duplication
Homo_sapiens	ENSG00000234719	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284337	Disperse_DNA_duplication
Homo_sapiens	ENSG00000179412	Disperse_DNA_duplication
Homo_sapiens	ENSG00000183054	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284465	Disperse_DNA_duplication
Homo_sapiens	ENSG00000259371	De_novo
Homo_sapiens	ENSG00000259753	De_novo
Homo_sapiens	ENSG00000196369	Disperse_DNA_duplication
Homo_sapiens	ENSG00000232399	Disperse_DNA_duplication
Homo_sapiens	ENSG00000230430	Tandem_duplication
Homo_sapiens	ENSG00000284733	Disperse_DNA_duplication
Homo_sapiens	ENSG00000186599	Disperse_DNA_duplication
Homo_sapiens	ENSG00000176809	Disperse_DNA_duplication
Homo_sapiens	ENSG00000099977	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284906	Tandem_duplication
Homo_sapiens	ENSG00000171943	Disperse_DNA_duplication
Homo_sapiens	ENSG00000250782	Disperse_DNA_duplication
Homo_sapiens	ENSG00000269693	Retrotransposed
Homo_sapiens	ENSG00000270339	Disperse_DNA_duplication
Homo_sapiens	ENSG00000248920	Disperse_DNA_duplication
Homo_sapiens	ENSG00000180658	Disperse_DNA_duplication
Homo_sapiens	ENSG00000186092	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284695	De_novo
Homo_sapiens	ENSG00000249931	Disperse_DNA_duplication
Homo_sapiens	ENSG00000228927	Disperse_DNA_duplication
Homo_sapiens	ENSG00000274611	Disperse_DNA_duplication
Homo_sapiens	ENSG00000185894	Disperse_DNA_duplication
Homo_sapiens	ENSG00000161939	De_novo
Homo_sapiens	ENSG00000183795	Disperse_DNA_duplication
Homo_sapiens	ENSG00000154620	Disperse_DNA_duplication
Homo_sapiens	ENSG00000172352	Disperse_DNA_duplication
Homo_sapiens	ENSG00000273590	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285814	Tandem_duplication
Homo_sapiens	ENSG00000243627	Disperse_DNA_duplication
Homo_sapiens	ENSG00000205456	Disperse_DNA_duplication
Homo_sapiens	ENSG00000233917	Disperse_DNA_duplication
Homo_sapiens	ENSG00000177144	Retrotransposed
Homo_sapiens	ENSG00000240445	Tandem_duplication
Homo_sapiens	ENSG00000286106	Tandem_duplication
Homo_sapiens	ENSG00000187627	Disperse_DNA_duplication
Homo_sapiens	ENSG00000283988	Disperse_DNA_duplication
Homo_sapiens	ENSG00000145736	Disperse_DNA_duplication
Homo_sapiens	ENSG00000133475	Disperse_DNA_duplication
Homo_sapiens	ENSG00000213214	Retrotransposed
Homo_sapiens	ENSG00000213648	Disperse_DNA_duplication
Homo_sapiens	ENSG00000283528	De_novo
Homo_sapiens	ENSG00000286102	Disperse_DNA_duplication
Homo_sapiens	ENSG00000262560	Tandem_duplication
Homo_sapiens	ENSG00000226685	Disperse_DNA_duplication
Homo_sapiens	ENSG00000234289	Disperse_DNA_duplication
Homo_sapiens	ENSG00000183706	Tandem_duplication
Homo_sapiens	ENSG00000276345	Disperse_DNA_duplication
Homo_sapiens	ENSG00000273496	Disperse_DNA_duplication
Homo_sapiens	ENSG00000172288	Disperse_DNA_duplication
Homo_sapiens	ENSG00000261884	De_novo
Homo_sapiens	ENSG00000271383	Tandem_duplication
Homo_sapiens	ENSG00000222036	Tandem_duplication
Homo_sapiens	ENSG00000287908	De_novo
Homo_sapiens	ENSG00000276076	Disperse_DNA_duplication
Homo_sapiens	ENSG00000230594	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284956	De_novo
Homo_sapiens	ENSG00000272921	De_novo
Homo_sapiens	ENSG00000274276	Disperse_DNA_duplication
Homo_sapiens	ENSG00000225932	Disperse_DNA_duplication
Homo_sapiens	ENSG00000182974	Disperse_DNA_duplication
Homo_sapiens	ENSG00000275249	Disperse_DNA_duplication
Homo_sapiens	ENSG00000265690	De_novo
Homo_sapiens	ENSG00000183629	Tandem_duplication
Homo_sapiens	ENSG00000271567	Disperse_DNA_duplication
Homo_sapiens	ENSG00000215126	Disperse_DNA_duplication
Homo_sapiens	ENSG00000228856	Disperse_DNA_duplication
Homo_sapiens	ENSG00000233024	Disperse_DNA_duplication
Homo_sapiens	ENSG00000181625	Disperse_DNA_duplication
Homo_sapiens	ENSG00000169246	Disperse_DNA_duplication
Homo_sapiens	ENSG00000269242	De_novo
Homo_sapiens	ENSG00000274252	Disperse_DNA_duplication
Homo_sapiens	ENSG00000169789	Disperse_DNA_duplication
Homo_sapiens	ENSG00000145002	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285528	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285687	Tandem_duplication
Homo_sapiens	ENSG00000284439	Disperse_DNA_duplication
Homo_sapiens	ENSG00000228049	Disperse_DNA_duplication
Homo_sapiens	ENSG00000232653	Tandem_duplication
Homo_sapiens	ENSG00000227140	Tandem_duplication
Homo_sapiens	ENSG00000258989	De_novo
Homo_sapiens	ENSG00000230347	Disperse_DNA_duplication
Homo_sapiens	ENSG00000176695	Disperse_DNA_duplication
Homo_sapiens	ENSG00000273696	Disperse_DNA_duplication
Homo_sapiens	ENSG00000254959	Tandem_duplication
Homo_sapiens	ENSG00000250745	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284393	De_novo
Homo_sapiens	ENSG00000242389	Tandem_duplication
Homo_sapiens	ENSG00000162825	Disperse_DNA_duplication
Homo_sapiens	ENSG00000249104	Disperse_DNA_duplication
Homo_sapiens	ENSG00000257207	Disperse_DNA_duplication
Homo_sapiens	ENSG00000277277	Disperse_DNA_duplication
Homo_sapiens	ENSG00000183753	Disperse_DNA_duplication
Homo_sapiens	ENSG00000254995	Tandem_duplication
Homo_sapiens	ENSG00000256671	Disperse_DNA_duplication
Homo_sapiens	ENSG00000275034	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284662	Disperse_DNA_duplication
Homo_sapiens	ENSG00000279493	Disperse_DNA_duplication
Homo_sapiens	ENSG00000229924	Disperse_DNA_duplication
Homo_sapiens	ENSG00000177023	Disperse_DNA_duplication
Homo_sapiens	ENSG00000286019	Disperse_DNA_duplication
Homo_sapiens	ENSG00000198064	Disperse_DNA_duplication
Homo_sapiens	ENSG00000277758	Disperse_DNA_duplication
Homo_sapiens	ENSG00000276256	Disperse_DNA_duplication
Homo_sapiens	ENSG00000261915	De_novo
Homo_sapiens	ENSG00000169807	Disperse_DNA_duplication
Homo_sapiens	ENSG00000268533	De_novo
Homo_sapiens	ENSG00000236126	Tandem_duplication
Homo_sapiens	ENSG00000286079	Disperse_DNA_duplication
Homo_sapiens	ENSG00000273269	Disperse_DNA_duplication
Homo_sapiens	ENSG00000261794	Disperse_DNA_duplication
Homo_sapiens	ENSG00000268279	De_novo
Homo_sapiens	ENSG00000176679	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285620	Disperse_DNA_duplication
Homo_sapiens	ENSG00000274419	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284234	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285077	Tandem_duplication
Homo_sapiens	ENSG00000278599	Tandem_duplication
Homo_sapiens	ENSG00000259288	De_novo
Homo_sapiens	ENSG00000285269	De_novo
Homo_sapiens	ENSG00000273259	De_novo
Homo_sapiens	ENSG00000285720	Disperse_DNA_duplication
Homo_sapiens	ENSG00000285947	De_novo
Homo_sapiens	ENSG00000283594	Disperse_DNA_duplication
Homo_sapiens	ENSG00000259132	De_novo
Homo_sapiens	ENSG00000263353	Disperse_DNA_duplication
Homo_sapiens	ENSG00000259522	De_novo
Homo_sapiens	ENSG00000224902	Disperse_DNA_duplication
Homo_sapiens	ENSG00000204382	Tandem_duplication
Homo_sapiens	ENSG00000262730	De_novo
Homo_sapiens	ENSG00000244693	Disperse_DNA_duplication
Homo_sapiens	ENSG00000259900	De_novo
Homo_sapiens	ENSG00000176269	Disperse_DNA_duplication
Homo_sapiens	ENSG00000269476	De_novo
Homo_sapiens	ENSG00000260092	De_novo
Homo_sapiens	ENSG00000183336	Disperse_DNA_duplication
Homo_sapiens	ENSG00000198547	De_novo
Homo_sapiens	ENSG00000236761	Disperse_DNA_duplication
Homo_sapiens	ENSG00000198019	Disperse_DNA_duplication
Homo_sapiens	ENSG00000270946	Tandem_duplication
Homo_sapiens	ENSG00000233803	Disperse_DNA_duplication
Homo_sapiens	ENSG00000286265	De_novo
Homo_sapiens	ENSG00000170152	Disperse_DNA_duplication
Homo_sapiens	ENSG00000286143	De_novo
Homo_sapiens	ENSG00000171847	Disperse_DNA_duplication
Homo_sapiens	ENSG00000279408	Tandem_duplication
Homo_sapiens	ENSG00000261740	Tandem_duplication
Homo_sapiens	ENSG00000255251	Disperse_DNA_duplication
Homo_sapiens	ENSG00000277322	Disperse_DNA_duplication
Homo_sapiens	ENSG00000131152	De_novo
Homo_sapiens	ENSG00000278522	Disperse_DNA_duplication
Homo_sapiens	ENSG00000263513	Disperse_DNA_duplication
Homo_sapiens	ENSG00000241241	Retrotransposed
Homo_sapiens	ENSG00000223569	Disperse_DNA_duplication
Homo_sapiens	ENSG00000236334	Disperse_DNA_duplication
Homo_sapiens	ENSG00000271723	Tandem_duplication
Homo_sapiens	ENSG00000277971	De_novo
Homo_sapiens	ENSG00000281593	De_novo
Homo_sapiens	ENSG00000099715	Disperse_DNA_duplication
Homo_sapiens	ENSG00000230549	Disperse_DNA_duplication
Homo_sapiens	ENSG00000276017	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284356	Disperse_DNA_duplication
Homo_sapiens	ENSG00000284042	Tandem_duplication
Homo_sapiens	ENSG00000267477	Tandem_duplication
Homo_sapiens	ENSG00000285657	Disperse_DNA_duplication
Homo_sapiens	ENSG00000258864	De_novo
Homo_sapiens	ENSG00000250913	Retrotransposed
Homo_sapiens	ENSG00000260234	De_novo
Homo_sapiens	ENSG00000262461	Tandem_duplication
Homo_sapiens	ENSG00000183632	Disperse_DNA_duplication
Homo_sapiens	ENSG00000224578	Retrotransposed
Homo_sapiens	ENSG00000284820	De_novo
Homo_sapiens	ENSG00000235272	Retrotransposed
Homo_sapiens	ENSG00000184659	Disperse_DNA_duplication
Homo_sapiens	ENSG00000204805	Retrotransposed
Homo_sapiens	ENSG00000254598	Retrotransposed
Homo_sapiens	ENSG00000186146	Disperse_DNA_duplication
Homo_sapiens	ENSG00000273154	De_novo
Homo_sapiens	ENSG00000268193	De_novo
Homo_sapiens	ENSG00000181733	Retrotransposed
Homo_sapiens	ENSG00000100033	Disperse_DNA_duplication
Homo_sapiens	ENSG00000236125	Disperse_DNA_duplication
Homo_sapiens	ENSG00000189375	Disperse_DNA_duplication
Homo_sapiens	ENSG00000269028	De_novo
Homo_sapiens	ENSG00000268083	De_novo
Homo_sapiens	ENSG00000249459	Disperse_DNA_duplication
Homo_sapiens	ENSG00000283873	Disperse_DNA_duplication
Homo_sapiens	ENSG00000237671	Tandem_duplication
Homo_sapiens	ENSG00000153165	Disperse_DNA_duplication
Homo_sapiens	ENSG00000270629	Disperse_DNA_duplication
Homo_sapiens	ENSG00000205609	Disperse_DNA_duplication
Homo_sapiens	ENSG00000264717	Disperse_DNA_duplication
Homo_sapiens	ENSG00000169953	Tandem_duplication
Homo_sapiens	ENSG00000184206	Disperse_DNA_duplication
Homo_sapiens	ENSG00000232948	Disperse_DNA_duplication
Homo_sapiens	ENSG00000283877	De_novo
Homo_sapiens	ENSG00000236362	Disperse_DNA_duplication
Homo_sapiens	ENSG00000229579	Disperse_DNA_duplication
Homo_sapiens	ENSG00000248933	Disperse_DNA_duplication
Homo_sapiens	ENSG00000274559	Disperse_DNA_duplication
Homo_sapiens	ENSG00000206127	Tandem_duplication
Pan_troglodytes	gene39071	Disperse_DNA_duplication
Pan_troglodytes	gene20399	Disperse_DNA_duplication
Pan_troglodytes	gene32568	Disperse_DNA_duplication
Pan_troglodytes	gene40585	Disperse_DNA_duplication
Pan_troglodytes	gene40504	Disperse_DNA_duplication
Pan_troglodytes	gene29890	Disperse_DNA_duplication
Pan_troglodytes	gene26578	Disperse_DNA_duplication
Pan_troglodytes	gene39015	Retrotransposed
Pan_troglodytes	gene40265	Disperse_DNA_duplication
Pan_troglodytes	gene27526	Disperse_DNA_duplication
Pan_troglodytes	gene3862	De_novo
Pan_troglodytes	gene36375	Disperse_DNA_duplication
Pan_troglodytes	gene27857	De_novo
Pan_troglodytes	gene39809	Disperse_DNA_duplication
Pan_troglodytes	gene29451	Disperse_DNA_duplication
Pan_troglodytes	gene27608	De_novo
Pan_troglodytes	gene14069	Disperse_DNA_duplication
Pan_troglodytes	gene40097	Disperse_DNA_duplication
Pan_troglodytes	gene40847	Disperse_DNA_duplication
Pan_troglodytes	gene29969	Disperse_DNA_duplication
Pan_troglodytes	gene40235	Disperse_DNA_duplication
Pan_troglodytes	gene7811	Retrotransposed
Pan_troglodytes	gene16160	Disperse_DNA_duplication
Pan_troglodytes	gene30204	Retrotransposed
Pan_troglodytes	gene39807	Disperse_DNA_duplication
Pan_troglodytes	gene26429	Retrotransposed
Pan_troglodytes	gene36896	Disperse_DNA_duplication
Pan_troglodytes	gene17303	Retrotransposed
Pan_troglodytes	gene37157	Disperse_DNA_duplication
Pan_troglodytes	gene40419	Disperse_DNA_duplication
Pan_troglodytes	gene40353	Disperse_DNA_duplication
Pan_troglodytes	gene11497	De_novo
Pan_troglodytes	gene5174	Disperse_DNA_duplication
Pan_troglodytes	gene26597	Disperse_DNA_duplication
Pan_troglodytes	gene40454	Disperse_DNA_duplication
Pan_troglodytes	gene39978	Disperse_DNA_duplication
Pan_troglodytes	gene40315	Disperse_DNA_duplication
Pan_troglodytes	gene29449	Retrotransposed
Pan_troglodytes	gene40721	Disperse_DNA_duplication
Pan_troglodytes	gene34577	Disperse_DNA_duplication
Pan_troglodytes	gene40385	Disperse_DNA_duplication
Pan_troglodytes	gene16157	Disperse_DNA_duplication
Pan_troglodytes	gene18618	De_novo
Pan_troglodytes	gene13932	Disperse_DNA_duplication
Pan_troglodytes	gene40131	Disperse_DNA_duplication
Pan_troglodytes	gene40393	Disperse_DNA_duplication
Pan_troglodytes	gene40929	Disperse_DNA_duplication
Pan_troglodytes	gene22888	Disperse_DNA_duplication
Pan_troglodytes	gene10723	Disperse_DNA_duplication
Pan_troglodytes	gene39705	Disperse_DNA_duplication
Pan_troglodytes	gene23946	Disperse_DNA_duplication
Pan_troglodytes	gene37056	Disperse_DNA_duplication
Pan_troglodytes	gene20304	De_novo
Pan_troglodytes	gene34001	Disperse_DNA_duplication
Pan_troglodytes	gene15822	Disperse_DNA_duplication
Pan_troglodytes	gene7381	Retrotransposed
Pan_troglodytes	gene40418	Disperse_DNA_duplication
Pan_troglodytes	gene6437	De_novo
Pan_troglodytes	gene37745	Disperse_DNA_duplication
Pan_troglodytes	gene40570	Disperse_DNA_duplication
Pan_troglodytes	gene40546	Disperse_DNA_duplication
Pan_troglodytes	gene18867	Disperse_DNA_duplication
Pan_troglodytes	gene28808	Disperse_DNA_duplication
Pan_troglodytes	gene34868	Disperse_DNA_duplication
Pan_troglodytes	gene38701	Retrotransposed
Pan_troglodytes	gene20756	De_novo
Pan_troglodytes	gene18902	Disperse_DNA_duplication
Pan_troglodytes	gene9994	Retrotransposed
Pan_troglodytes	gene16625	Disperse_DNA_duplication
Pan_troglodytes	gene3687	Disperse_DNA_duplication
Pan_troglodytes	gene10652	De_novo
Pan_troglodytes	gene40287	Disperse_DNA_duplication
Pan_troglodytes	gene17052	Disperse_DNA_duplication
Pan_troglodytes	gene5128	Disperse_DNA_duplication
Pan_troglodytes	gene40252	Disperse_DNA_duplication
Pan_troglodytes	gene40073	Disperse_DNA_duplication
Pan_troglodytes	gene20469	Disperse_DNA_duplication
Pan_troglodytes	gene36985	Disperse_DNA_duplication
Pan_troglodytes	gene38441	Retrotransposed
Pan_troglodytes	gene16919	De_novo
Pan_troglodytes	gene39968	Disperse_DNA_duplication
Pan_troglodytes	gene40299	Disperse_DNA_duplication
Pan_troglodytes	gene32313	De_novo
Pan_troglodytes	gene19122	De_novo
Pan_troglodytes	gene39661	De_novo
Pan_troglodytes	gene32193	Disperse_DNA_duplication
Pan_troglodytes	gene85	Disperse_DNA_duplication
Pan_troglodytes	gene40830	Retrotransposed
Pan_troglodytes	gene18833	De_novo
Pan_troglodytes	gene40042	Disperse_DNA_duplication
Pan_troglodytes	gene29726	Disperse_DNA_duplication
Pan_troglodytes	gene37074	Disperse_DNA_duplication
Pan_troglodytes	gene26291	Disperse_DNA_duplication
Pan_troglodytes	gene1815	Disperse_DNA_duplication
Pan_troglodytes	gene31587	Retrotransposed
Pan_troglodytes	gene35733	Disperse_DNA_duplication
Pan_troglodytes	gene13812	De_novo
Pan_troglodytes	gene40885	Disperse_DNA_duplication
Pan_troglodytes	gene14854	De_novo
Pan_troglodytes	gene40537	Disperse_DNA_duplication
Pan_troglodytes	gene22215	Disperse_DNA_duplication
Pan_troglodytes	gene4853	Disperse_DNA_duplication
Pan_troglodytes	gene40700	Disperse_DNA_duplication
Pan_troglodytes	gene21577	Disperse_DNA_duplication
Pan_troglodytes	gene36939	Disperse_DNA_duplication
Pan_troglodytes	gene29752	Disperse_DNA_duplication
Pan_troglodytes	gene34571	Disperse_DNA_duplication
Pan_troglodytes	gene31127	De_novo
Pan_troglodytes	gene40660	Disperse_DNA_duplication
Pan_troglodytes	gene37028	Disperse_DNA_duplication
Pan_troglodytes	gene32232	Disperse_DNA_duplication
Pan_troglodytes	gene18825	Retrotransposed
Pan_troglodytes	gene16167	Disperse_DNA_duplication
Pan_troglodytes	gene39986	Disperse_DNA_duplication
Pan_troglodytes	gene10863	Retrotransposed
Pan_troglodytes	gene38360	De_novo
Pan_troglodytes	gene39725	Disperse_DNA_duplication
Pan_troglodytes	gene16121	Disperse_DNA_duplication
Pan_troglodytes	gene1150	Disperse_DNA_duplication
Pan_troglodytes	gene40228	Disperse_DNA_duplication
Pan_troglodytes	gene40810	Retrotransposed
Pan_troglodytes	gene40679	Disperse_DNA_duplication
Pan_troglodytes	gene33573	De_novo
Pan_troglodytes	gene16930	Disperse_DNA_duplication
Pan_troglodytes	gene36948	De_novo
Pan_troglodytes	gene3388	Disperse_DNA_duplication
Pan_troglodytes	gene37105	Disperse_DNA_duplication
Pan_troglodytes	gene5038	Retrotransposed
Pan_troglodytes	gene40214	Disperse_DNA_duplication
Pan_troglodytes	gene8991	Disperse_DNA_duplication
Pan_troglodytes	gene527	Retrotransposed
Pan_troglodytes	gene15236	Disperse_DNA_duplication
Pan_troglodytes	gene1229	Retrotransposed
Pan_troglodytes	gene40130	Disperse_DNA_duplication
Pan_troglodytes	gene38156	Disperse_DNA_duplication
Pan_troglodytes	gene40683	Disperse_DNA_duplication
Pan_troglodytes	gene19802	De_novo
Pan_troglodytes	gene22848	Retrotransposed
Pan_troglodytes	gene39882	De_novo
Pan_troglodytes	gene39733	Disperse_DNA_duplication
Pan_troglodytes	gene40486	Disperse_DNA_duplication
Pan_troglodytes	gene34200	De_novo
Pan_troglodytes	gene40394	Disperse_DNA_duplication
Pan_troglodytes	gene28975	Disperse_DNA_duplication
Pan_troglodytes	gene23122	Disperse_DNA_duplication
Pan_troglodytes	gene30679	Disperse_DNA_duplication
Pan_troglodytes	gene40336	Disperse_DNA_duplication
Pan_troglodytes	gene40334	Disperse_DNA_duplication
Pan_troglodytes	gene33395	Disperse_DNA_duplication
Pan_troglodytes	gene39648	Disperse_DNA_duplication
Pan_troglodytes	gene29452	Disperse_DNA_duplication
Pan_troglodytes	gene9990	Disperse_DNA_duplication
Pan_troglodytes	gene38888	De_novo
Pan_troglodytes	gene29262	De_novo
Pan_troglodytes	gene18856	De_novo
Pan_troglodytes	gene40818	Disperse_DNA_duplication
Pan_troglodytes	gene36989	Disperse_DNA_duplication
Pan_troglodytes	gene32760	Disperse_DNA_duplication
Pan_troglodytes	gene40589	Disperse_DNA_duplication
Pan_troglodytes	gene10166	De_novo
Pan_troglodytes	gene40227	Disperse_DNA_duplication
Pan_troglodytes	gene29936	De_novo
Pan_troglodytes	gene17008	Disperse_DNA_duplication
Pan_troglodytes	gene39948	Disperse_DNA_duplication
Pan_troglodytes	gene19181	Disperse_DNA_duplication
Pan_troglodytes	gene29745	Disperse_DNA_duplication
Pan_troglodytes	gene39738	Disperse_DNA_duplication
Pan_troglodytes	gene35772	Disperse_DNA_duplication
Pan_troglodytes	gene31776	Disperse_DNA_duplication
Pan_troglodytes	gene14990	Disperse_DNA_duplication
Pan_troglodytes	gene20073	Retrotransposed
Pan_troglodytes	gene21509	Tandem_duplication
Pan_troglodytes	gene19907	Disperse_DNA_duplication
Pan_troglodytes	gene22223	Disperse_DNA_duplication
Pan_troglodytes	gene6332	Retrotransposed
Pan_troglodytes	gene22278	Disperse_DNA_duplication
Pan_troglodytes	gene40425	Disperse_DNA_duplication
Pan_troglodytes	gene35207	Disperse_DNA_duplication
Pan_troglodytes	gene3589	Retrotransposed
Pan_troglodytes	gene8846	De_novo
Pan_troglodytes	gene26188	Retrotransposed
Pan_troglodytes	gene39987	De_novo
Pan_troglodytes	gene5079	Disperse_DNA_duplication
Pan_troglodytes	gene39671	Disperse_DNA_duplication
Pan_troglodytes	gene22343	Disperse_DNA_duplication
Pan_troglodytes	gene40460	Disperse_DNA_duplication
Pan_troglodytes	gene8813	Disperse_DNA_duplication
Pan_troglodytes	gene40573	Disperse_DNA_duplication
Pan_troglodytes	gene23987	Disperse_DNA_duplication
Pan_troglodytes	gene3807	Retrotransposed
Pan_troglodytes	gene3091	Disperse_DNA_duplication
Pan_troglodytes	gene40445	Disperse_DNA_duplication
Pan_troglodytes	gene40253	Disperse_DNA_duplication
Pan_troglodytes	gene40278	Disperse_DNA_duplication
Pan_troglodytes	gene40858	Disperse_DNA_duplication
Pan_troglodytes	gene16961	Disperse_DNA_duplication
Pan_troglodytes	gene1466	De_novo
Pan_troglodytes	gene33881	Disperse_DNA_duplication
Pan_troglodytes	gene16145	Disperse_DNA_duplication
Pan_troglodytes	gene40062	Disperse_DNA_duplication
Pan_troglodytes	gene2045	Disperse_DNA_duplication
Pan_troglodytes	gene39633	Disperse_DNA_duplication
Pan_troglodytes	gene13807	Tandem_duplication
Pan_troglodytes	gene7509	Disperse_DNA_duplication
Pan_troglodytes	gene40534	Disperse_DNA_duplication
Pan_troglodytes	gene15503	Disperse_DNA_duplication
Pan_troglodytes	gene3484	Disperse_DNA_duplication
Pan_troglodytes	gene20774	De_novo
Pan_troglodytes	gene19281	Disperse_DNA_duplication
Pan_troglodytes	gene25796	De_novo
Pan_troglodytes	gene40477	Disperse_DNA_duplication
Pan_troglodytes	gene39653	Disperse_DNA_duplication
Pan_troglodytes	gene31849	Disperse_DNA_duplication
Pan_troglodytes	gene5173	Disperse_DNA_duplication
Pan_troglodytes	gene32266	De_novo
Pan_troglodytes	gene10628	Disperse_DNA_duplication
Pan_troglodytes	gene23775	Retrotransposed
Pan_troglodytes	gene11587	De_novo
Pan_troglodytes	gene16332	Retrotransposed
Pan_troglodytes	gene3072	Disperse_DNA_duplication
Pan_troglodytes	gene5122	Tandem_duplication
Pan_troglodytes	gene14989	Retrotransposed
Pan_troglodytes	gene29216	Disperse_DNA_duplication
Pan_troglodytes	gene36918	De_novo
Pan_troglodytes	gene30613	Disperse_DNA_duplication
Pan_troglodytes	gene5080	Disperse_DNA_duplication
Pan_troglodytes	gene31475	Disperse_DNA_duplication
Pan_troglodytes	gene17723	De_novo
Pan_troglodytes	gene30680	Disperse_DNA_duplication
Pan_troglodytes	gene38379	Disperse_DNA_duplication
Pan_troglodytes	gene29819	Disperse_DNA_duplication
Pan_troglodytes	gene29746	Disperse_DNA_duplication
Pan_troglodytes	gene24019	Disperse_DNA_duplication
Pan_troglodytes	gene16004	Disperse_DNA_duplication
Pan_troglodytes	gene39832	De_novo
Pan_troglodytes	gene40095	Disperse_DNA_duplication
Pan_troglodytes	gene40588	Disperse_DNA_duplication
Pan_troglodytes	gene29306	Retrotransposed
